Movie Title,Storyline
Dance of Death,"FELIX is a gambler, Salsa teacher and club owner who has twenty-four hours to come up with the half a million he owes DEACON GARCIA or hand over his club as payment. Instead of paying, FELIX and CASEY set DEACON up to be killed, they fail. DEACON escapes and exacts his revenge. When one of the three of them is murdered in the club the killer suspected but not confirmed, everyone else left behind is a suspect or a witness. What follows is a true crime who done it. ""Baila De La Muerte"" is about identity; there are no heroes or villains here, only suspects. What influences choice, the story is set in a Salsa club is a microcosm for the broader non-fictional reality of contemporary South Africa, Changing, growing and redefining. The mix of identities and backgrounds, shadowed by individual agendas and histories sets the tone for true crime thriller. The human condition, before you can deal with anyone else, you must first deal with yourself. Otherwise we create our own hell, Welcome to the dance. The world of the story is set in a Salsa club and played out like those true crime documentary reconstruction series after the fact. It plays out as a murder mystery, the events take place, while the retrospective interviews with the characters as themselves breaks up the action. The characters of Felix, Luke and Deacon all see Casey differently, their memory of her in the past and their experience of her in reality are conflicting but always tied to the club, with the question of what's fact and what is selective memory, fiction. The characters skewed perceptions of their own realities leads to them, missing the things and trapping themselves in a cycle, stuck in a moment. Creating their own hell's, they react to situations, trapped by habit and history. Felix never really faces his weakness, Deacon never faces his love. Botha denies his past, Rhia wants more but can't bring herself to ask for it. Orin is the only one that seeks the truth, While Solomon and Ingrid play the opposite ends of not my business. Nothing changes, until we change it."
Ransom '79,A feature documentary that follows veteran journalist Charlie Bird as he battles the debilitating effects of MND while trying to break one final story in the time he has left.
Beyond Closed Eyes,"Doug revisits past moments guided by ""The Guide"" who knows him well. Despite outward perfection, he's unhappy, filled with regret, hoping to change his past for the life he's always wanted."
Desmontando a Lucía,A neat and obsessive police expert falls in love with an amnesiac woman suspected of murder.
Gecenin Nakarati,"Bora, a street musician who just broke up with his girlfriend, and Ilgaz, who is about to divorce her husband, cross paths on a romantic Istanbul night. They are drawn into a night-long adventure full of funny and romantic surprises."
Deer Girl,"What is love? asks twenty-five-year-old Rachele, chatting. And starting with her parents dancing at their 25th wedding anniversary party, Rachele takes us into the dynamics of love that often conceals violence submission possession. Marked by the sick bond between her father and mother, seeking her own path to freedom in love, Rachele wants revenge and kills the alpha deer her father never dared to shoot."
Mereka Yang Tertewas,"Mereka Yang Tertewas is a high school literary text in 1988, a novel turned into a film."
Grey Games,"Between right and wrong, black and white, lies the truth. Step into the captivating world of Grey Games, a family suspense thriller drama, that will challenge your perception of reality."
Achilles Curse and the Curse of Treasure,A detective who can see people's fatal weak spots investigates a murder at a museum gala. The case begins when thieves steal a treasure in a world where humans are near-immortal but have one vulnerable point.
Abel,Soviet Union is no more and when Kazakhstan's social foundation is collapsing the sheep herder Abel gasps for air as corruption threatens to destroy his farm
The Bridge,"Fifty years ago, minority communities faced discrimination. In L.A., leaders established a community bank, aiming to deliver the American dream. This marked a journey mirroring Asian American experiences."
The City God Forgot,"A woman, paying for the sins of her father, seeks redemption but first endures a series of tribulations."
The Burden of Nine Lives,"After witnessing his two closest cousins executed during a black market sale gone wrong, Jimmy Diaz, barely surviving the trap himself, dedicates his repeated chances at life to seeking vengeance."
Dark Deceptions,"Accused of her husband's brutal murder, a tenacious woman must unravel a web of lies and evade deadly threats to prove her innocence and unmask the true killer."
An Errand,"As a driver travels from Baguio to Manila on an absurd errand from his boss, his car transforms into an echo chamber of memories, spanning the chasms of time, class, and character."
The Land of Morning Calm,"Feeling stuck, young fisherman Yong-su plans an insurance scam by staging his disappearance, hoping to provide a better life for his Vietnamese wife and his ageing mother."
Soares é Fixe,"The third Portuguese presidential elections after the April 25, 1974 Revolution took place on January 26, 1986. The tight race for an absolute majority between Mário Soares (1924-2017) and Diogo Freitas do Amaral (1941-2019) necessitated a runoff, which occurred on February 16 of the same year. During that long night of vote counting, Soares reminisced about the resistance to dictatorship, the major struggles post-April 25th, his life companions, his wife, children, and all the sacrifices that led him to that important moment in his life. The title of the film chosen by director Sérgio Graciano is the slogan created in 1985 by Adelino Vaz, former leader of the Centrist Youth, during a meeting of the MASP (Movement of Support Soares for President), at a time when polls gave only 8% to Mário Soares. The cast includes actors Tónan Quito, João Pedro Vaz, Margarida Cardeal, Maria Gomes Andrade, Miguel Mateus, and Tiago Fernandes, among others."
Love Mocktail 2,A sequel to Love Mocktail. Revolves around Aadi after the demise of his wife Nidhi. How does he move on from such a loss?
Manorajyam,"Married to a Malayali bride, a Melbourne businessman's life transforms after testing her fidelity upon discovering his friend's infidelity. Can he embrace trust or risk losing everything?"
Marivillin Gopurangal,"Shinto and Sherin, a married couple living in the city, strive to achieve their dreams despite facing obstacles and humorous situations along the way."
Jason in Indianapolis: A Friday the 13th Tribute,Jason has arrived in Indianapolis by mysterious means and for unclear reasons. His notoriety will only grow as he raises Hell in the Circle City.
Original Sin: My Son the Killer,"Original Sin follows Thea Pretorius, the mother of Gerhard Jansen van Vuuren, who murdered his girlfriend in front of her neighbors, security guards, and CCTV cameras. After initially helping him, Thea slowly came to see he was a killer."
Cast & Crew,"In the midst of a creative crisis after years of making short films, a group of friends foolishly endeavor on a way to break out of their seemingly hopeless situation: make their first feature film with no money, credibility, or talent."
